,user_id,food_id,rating,users_frequency,items_frequency
501046,21297,103175,5,32,41
501047,125245,103175,5,23,41
501048,13796,103175,5,203,41
501051,64583,103175,5,201,41
501052,140806,103175,5,177,41
501054,354465,103175,5,80,41
501056,55221,103175,5,163,41
501059,241140,103175,5,87,41
501060,106501,103175,5,27,41
501061,139930,103175,5,25,41
501062,311003,103175,5,246,41
501063,29782,103175,5,661,41
501065,180090,103175,5,181,41
501066,349800,103175,5,23,41
501067,620435,103175,5,70,41
501070,368078,103175,5,99,41
501072,345380,103175,5,43,41
501075,738454,103175,5,41,41
501076,500849,103175,0,33,41
501078,3288,103175,5,104,41
501079,213983,103175,5,20,41
501080,460301,103175,5,38,41
501081,92886,103175,5,262,41
501083,829250,103175,4,165,41
501254,126440,63831,5,1045,81
501255,63128,63831,5,150,81
501258,101823,63831,5,876,81
501259,223169,63831,5,137,81
501260,145352,63831,5,623,81
501261,71324,63831,5,153,81
501262,36187,63831,5,61,81
501263,49542,63831,5,139,81
501265,60646,63831,5,23,81
501267,168462,63831,4,511,81
501269,181781,63831,5,69,81
501271,200728,63831,5,37,81
501272,52543,63831,5,463,81
501274,43642,63831,4,132,81
501275,174991,63831,5,213,81
501276,34834,63831,3,29,81
501277,4439,63831,5,337,81
501278,6651,63831,5,221,81
501279,10033,63831,5,193,81
501285,92796,63831,5,43,81
501287,240668,63831,5,78,81
501288,5060,63831,4,1256,81
501289,317197,63831,4,25,81
501290,121840,63831,5,49,81
501292,330937,63831,4,96,81
501293,306469,63831,4,22,81
501295,99624,63831,5,88,81
501296,312577,63831,5,197,81
501297,539990,63831,5,33,81
501298,165933,63831,5,258,81
501299,56003,63831,5,674,81
501300,290107,63831,5,149,81
501301,215898,63831,4,128,81
501305,843817,63831,5,31,81
501307,634448,63831,2,39,81
501308,6258,63831,4,457,81
501310,463202,63831,0,321,81
501312,39782,63831,5,39,81
501313,368078,63831,5,99,81
501314,889914,63831,5,50,81
501315,439066,63831,5,96,81
501318,545825,63831,5,104,81
501319,140132,63831,4,1109,81
501320,844554,63831,5,778,81
501321,22174,63831,3,54,81
501322,93006,63831,4,195,81
501323,765437,63831,5,55,81
501325,653438,63831,5,847,81
501326,386585,63831,4,800,81
501328,1636470,63831,5,56,81
501331,404043,63831,4,31,81
501332,841067,63831,5,21,81
501333,839492,63831,4,168,81
501334,222564,63831,5,1088,81
501572,9670,177558,5,59,215
501573,223979,177558,5,428,215
501574,29404,177558,5,51,215
501577,31420,177558,5,29,215
501578,125640,177558,4,229,215
501579,121985,177558,4,99,215
501580,107308,177558,5,120,215
501581,169969,177558,5,745,215
501582,55017,177558,5,63,215
501584,33376,177558,5,21,215
501585,42651,177558,5,27,215
501586,47888,177558,5,33,215
501587,71324,177558,5,153,215
501588,178742,177558,5,44,215
501589,89831,177558,5,1936,215
501590,180090,177558,5,181,215
501591,182624,177558,5,174,215
501593,227607,177558,5,274,215
501594,53932,177558,5,909,215
501595,67270,177558,5,96,215
501596,140806,177558,5,177,215
501597,33159,177558,5,445,215
501598,57695,177558,5,130,215
501599,309923,177558,5,23,215
501600,159532,177558,5,47,215
501601,102058,177558,4,513,215
501603,248023,177558,4,232,215
501604,474322,177558,4,140,215
501605,468146,177558,5,88,215
501607,357323,177558,5,62,215
501608,242809,177558,5,75,215
501612,488244,177558,5,28,215
501613,304290,177558,5,30,215
501614,168416,177558,5,34,215
501615,305916,177558,5,31,215
501619,329638,177558,5,124,215
501620,135377,177558,3,73,215
501621,102672,177558,5,81,215
501622,185285,177558,5,297,215
501623,666723,177558,4,106,215
501626,430507,177558,5,52,215
501627,363962,177558,5,46,215
501629,865653,177558,5,40,215
501631,219318,177558,5,164,215
501632,281701,177558,5,76,215
501633,37449,177558,5,3743,215
501634,61660,177558,5,681,215
501635,401336,177558,5,25,215
501636,486725,177558,5,1178,215
501637,837251,177558,5,34,215
501638,512309,177558,5,174,215
501639,109030,177558,5,76,215
501640,144490,177558,5,143,215
501641,67728,177558,5,417,215
501642,242729,177558,5,582,215
501643,386849,177558,5,138,215
501644,333017,177558,5,391,215
501647,462739,177558,0,31,215
501648,377581,177558,5,129,215
501649,52595,177558,5,42,215
501651,569951,177558,4,22,215
501652,460048,177558,5,80,215
501654,39301,177558,5,127,215
501655,497077,177558,5,115,215
501656,844554,177558,5,778,215
501657,227456,177558,5,42,215
501658,216671,177558,5,39,215
501660,37636,177558,5,608,215
501661,185446,177558,5,303,215
501662,247473,177558,5,25,215
501665,189475,177558,5,107,215
501666,879716,177558,5,91,215
501667,743849,177558,5,181,215
501668,386585,177558,5,800,215
501669,317606,177558,5,25,215
501670,160205,177558,5,44,215
501672,284904,177558,5,63,215
501674,167236,177558,5,35,215
501675,98812,177558,5,47,215
501677,719083,177558,5,81,215
501678,869532,177558,5,82,215
501680,801264,177558,5,49,215
501682,337963,177558,4,355,215
501685,83907,177558,5,21,215
501687,581487,177558,5,20,215
501688,846154,177558,5,52,215
501689,490142,177558,5,76,215
501691,136369,177558,5,30,215
501692,491095,177558,5,74,215
501693,286851,177558,5,108,215
501694,715731,177558,5,22,215
501695,381047,177558,5,57,215
501696,567976,177558,5,91,215
501697,470351,177558,5,350,215
501698,515278,177558,5,79,215
501700,762775,177558,5,42,215
501701,579298,177558,5,137,215
501702,702607,177558,5,53,215
501703,140132,177558,5,1109,215
501705,129177,177558,5,81,215
501706,1338684,177558,5,26,215
501707,1013852,177558,5,30,215
501708,319943,177558,5,51,215
501713,890187,177558,5,61,215
501718,673201,177558,5,24,215
501720,486718,177558,5,71,215
501721,11461,177558,5,63,215
501722,936998,177558,5,29,215
501723,283390,177558,5,344,215
501724,440324,177558,5,454,215
501726,1356721,177558,5,117,215
501727,176615,177558,5,1392,215
501729,132383,177558,5,106,215
501736,526810,177558,5,21,215
501737,373083,177558,4,32,215
501738,220166,177558,5,77,215
501740,491933,177558,5,25,215
501741,26512,177558,5,167,215
501742,136511,177558,5,126,215
501744,50778,177558,5,84,215
501746,550747,177558,5,21,215
501747,243474,177558,5,59,215
501750,1179225,177558,5,944,215
501752,1510644,177558,5,21,215
501754,131021,177558,5,272,215
501755,139381,177558,5,107,215
501756,2216717,177558,5,20,215
501757,198154,177558,5,473,215
501758,431961,177558,5,21,215
501760,814629,177558,5,56,215
501762,1488517,177558,5,26,215
501763,395981,177558,5,50,215
501764,49879,177558,5,22,215
501765,327938,177558,5,47,215
501771,350750,177558,5,226,215
501772,8629,177558,5,425,215
501836,201584,215827,5,87,21
501837,60260,215827,5,245,21
501838,460048,215827,4,80,21
501839,137838,215827,5,65,21
501840,146284,215827,5,221,21
501842,442988,215827,5,231,21
501843,373495,215827,5,104,21
501844,212145,215827,5,37,21
501845,991523,215827,5,67,21
501846,583643,215827,5,28,21
501847,176615,215827,5,1392,21
501852,126440,215827,5,1045,21
502025,14410,237789,5,252,36
502027,53932,237789,5,909,36
502029,125356,237789,5,134,36
502030,154853,237789,5,48,36
502031,225903,237789,4,88,36
502032,488244,237789,5,28,36
502034,124416,237789,4,215,36
502035,337963,237789,5,355,36
502036,394085,237789,5,361,36
502041,482933,237789,5,687,36
502047,362983,237789,5,274,36
502048,416758,237789,5,38,36
502049,208755,237789,5,108,36
502050,227652,237789,0,629,36
502051,203111,237789,5,142,36
502054,364211,237789,5,92,36
502055,369715,237789,5,1611,36
502056,1361848,237789,5,20,36
502057,353485,237789,5,132,36
502058,140132,237789,5,1109,36
502059,310001,237789,5,38,36
502131,86520,37423,5,143,38
502132,4470,37423,5,1764,38
502133,37305,37423,5,323,38
502134,27395,37423,5,127,38
502135,45833,37423,5,31,38
502136,47559,37423,5,581,38
502137,30435,37423,5,43,38
502138,28339,37423,4,39,38
502139,43083,37423,5,562,38
502140,29063,37423,5,95,38
502144,41799,37423,5,66,38
502145,67899,37423,5,162,38
502146,102519,37423,5,23,38
502147,103809,37423,5,65,38
502150,107135,37423,5,1166,38
502151,248292,37423,5,66,38
502152,140008,37423,5,143,38
502153,63232,37423,5,50,38
502154,185387,37423,5,123,38
502155,296546,37423,5,22,38
502156,327989,37423,5,61,38
502160,212609,37423,3,474,38
502163,345380,37423,4,43,38
502164,1356721,37423,5,117,38
502168,218535,37423,2,272,38
502190,31635,95312,5,70,41
502192,159398,95312,5,26,41
502193,207137,95312,5,28,41
502197,68960,95312,4,483,41
502201,60989,95312,4,215,41
502203,292507,95312,5,22,41
502204,448342,95312,4,88,41
502210,128447,95312,5,93,41
502212,369363,95312,5,26,41
502213,495032,95312,2,54,41
502214,764068,95312,5,24,41
502216,434952,95312,4,24,41
502217,209613,95312,4,44,41
502220,141654,95312,5,47,41
502222,377039,95312,0,61,41
502225,475397,95312,4,21,41
502227,55729,95312,2,445,41
502228,2123645,95312,5,228,41
502229,2000431901,95312,3,293,41
502230,1802936715,95312,5,28,41
502254,10033,7602,5,193,23
502255,146783,7602,4,69,23
502258,189579,7602,1,26,23
502309,59780,125519,5,374,32
502310,217226,125519,5,121,32
502312,270514,125519,5,150,32
502313,56498,125519,5,44,32
502314,140008,125519,5,143,32
502315,323389,125519,0,138,32
502316,268973,125519,5,51,32
502317,369264,125519,5,84,32
502318,57437,125519,5,78,32
502319,173314,125519,5,210,32
502320,593726,125519,4,138,32
502321,49561,125519,5,75,32
502324,716192,125519,4,45,32
502325,518581,125519,5,110,32
502327,480970,125519,5,32,32
502328,718620,125519,4,218,32
502330,192974,125519,5,107,32
502331,53609,125519,5,45,32
502334,407007,125519,5,308,32
502338,1641717,125519,5,28,32
502396,41984,42982,5,117,25
502397,45651,42982,5,38,25
502398,47175,42982,5,21,25
502399,41578,42982,5,712,25
502400,58104,42982,5,2050,25
502401,54271,42982,5,33,25
502404,156034,42982,5,250,25
502405,101732,42982,5,350,25
502406,153188,42982,5,137,25
502407,83093,42982,5,385,25
502408,124249,42982,5,586,25
502409,415204,42982,5,72,25
502410,356713,42982,5,34,25
502411,326787,42982,5,105,25
502413,58836,42982,4,120,25
502414,227024,42982,4,77,25
502415,265956,42982,4,27,25
502416,491095,42982,5,74,25
502417,663997,42982,5,207,25
502420,386849,42982,4,138,25
502530,37305,149257,5,323,127
502532,137838,149257,5,65,127
502533,142464,149257,5,50,127
502534,169166,149257,1,32,127
502535,157167,149257,5,191,127
502537,57660,149257,5,35,127
502541,447165,149257,5,105,127
502546,168896,149257,5,200,127
502548,156783,149257,4,47,127
502550,302689,149257,5,57,127
502556,677508,149257,5,69,127
502560,791416,149257,5,82,127
502562,232532,149257,5,63,127
502563,204024,149257,5,848,127
502564,704950,149257,5,387,127
502566,698759,149257,5,21,127
502567,95241,149257,5,40,127
502571,129201,149257,5,249,127
502574,780028,149257,4,36,127
502576,256021,149257,5,52,127
502578,336058,149257,5,454,127
502579,469903,149257,5,580,127
502581,744425,149257,5,25,127
502588,114105,149257,5,25,127
502592,209603,149257,5,164,127
502594,326543,149257,5,48,127
502595,54678,149257,5,539,127
502596,180904,149257,5,29,127
502600,157102,149257,5,103,127
502602,789516,149257,4,250,127
502607,140806,149257,5,177,127
502614,357272,149257,3,47,127
502615,371738,149257,5,135,127
502621,486648,149257,5,89,127
502622,709902,149257,0,22,127
502625,158086,149257,5,697,127
502626,877529,149257,5,28,127
502627,124799,149257,0,28,127
502632,839492,149257,5,168,127
502640,140008,149257,5,143,127
502814,107583,103611,5,1485,22
502816,41578,103611,5,712,22
502817,88099,103611,5,1272,22
502819,351811,103611,5,323,22
502820,156034,103611,5,250,22
502821,346576,103611,5,94,22
502822,440047,103611,5,29,22
502823,461724,103611,5,159,22
502824,124249,103611,5,586,22
502825,371738,103611,4,135,22
502826,50141,103611,4,85,22
502827,620435,103611,4,70,22
502829,851828,103611,5,20,22
502831,526666,103611,5,528,22
502832,780172,103611,4,505,22
503360,124249,110160,5,586,29
503361,6357,110160,5,899,29
503362,167225,110160,5,159,29
503365,55380,110160,5,209,29
503366,101823,110160,5,876,29
503367,75497,110160,5,190,29
503368,137666,110160,5,23,29
503369,74736,110160,5,48,29
503371,57437,110160,5,78,29
503373,205730,110160,5,67,29
503374,280166,110160,5,197,29
503375,57042,110160,5,288,29
503376,135566,110160,5,457,29
503377,552613,110160,5,314,29
503380,171063,110160,5,73,29
503381,325816,110160,5,87,29
503382,43083,110160,4,562,29
503383,191533,110160,5,305,29
503385,1458294,110160,5,77,29
503387,513230,110160,5,86,29
503388,407007,110160,5,308,29
503551,28346,61807,5,183,30
503552,168921,61807,5,142,30
503554,44642,61807,5,78,30
503557,366672,61807,4,35,30
503560,158086,61807,5,697,30
503561,485915,61807,5,28,30
503562,332670,61807,5,30,30
503563,377581,61807,4,129,30
503566,522275,61807,5,71,30
503568,499050,61807,4,69,30
503570,593726,61807,4,138,30
503571,495793,61807,3,31,30
503572,632249,61807,4,544,30
503574,140132,61807,5,1109,30
503575,1085428,61807,4,38,30
503578,606850,61807,5,67,30
503579,2000431901,61807,0,293,30
503730,54678,74259,4,539,30
503731,110034,74259,4,54,30
503732,92385,74259,5,179,30
503733,67656,74259,5,1088,30
503734,129652,74259,2,157,30
503738,118268,74259,4,137,30
503740,341344,74259,5,139,30
503742,95743,74259,5,1491,30
503743,78213,74259,5,45,30
503746,862099,74259,5,77,30
503747,350812,74259,3,112,30
503750,177753,74259,4,66,30
503752,140806,74259,5,177,30
503753,247405,74259,5,21,30
503754,1179225,74259,5,944,30
503889,17803,79103,5,944,21
503891,324136,79103,4,121,21
503892,207907,79103,5,70,21
503893,187927,79103,5,93,21
503895,47892,79103,4,1093,21
503896,808063,79103,5,51,21
503898,400708,79103,5,778,21
503899,743738,79103,5,21,21
503900,35488,79103,5,41,21
503914,36187,83945,5,61,26
503915,146187,83945,4,21,26
503916,47559,83945,4,581,26
503917,35526,83945,5,317,26
503920,54678,83945,5,539,26
503922,68526,83945,5,265,26
503924,274719,83945,5,55,26
503927,414776,83945,5,21,26
503930,385999,83945,0,73,26
503932,743849,83945,5,181,26
503933,564101,83945,3,38,26
503934,394592,83945,5,259,26
503936,1179225,83945,5,944,26
504061,237330,171225,5,185,26
504062,356062,171225,5,421,26
504063,527607,171225,5,740,26
504067,81611,171225,5,153,26
504068,857489,171225,5,99,26
504070,359220,171225,5,215,26
504072,1506604,171225,4,50,26
504078,199020,171225,5,200,26
504220,58931,16742,5,148,21
504221,57256,16742,5,169,21
504222,40620,16742,5,70,21
504223,74736,16742,5,48,21
504225,138047,16742,0,82,21
504226,65936,16742,5,46,21
504227,98919,16742,5,186,21
504234,140132,16742,5,1109,21
504240,169166,16742,5,32,21
504257,184530,138972,5,119,24
504258,176615,138972,5,1392,24
504259,382071,138972,5,696,24
504260,242161,138972,5,36,24
504261,169430,138972,5,2694,24
504262,442988,138972,5,231,24
504263,80353,138972,5,1294,24
504264,364685,138972,4,66,24
504265,455641,138972,5,140,24
504266,226066,138972,4,722,24
504267,21752,138972,5,527,24
504268,477411,138972,4,101,24
504269,469903,138972,4,580,24
504270,283390,138972,5,344,24
504271,385678,138972,5,237,24
504272,324390,138972,4,845,24
504275,512834,138972,5,38,24
504276,406741,138972,5,140,24
504277,2324285,138972,5,320,24
504278,47892,138972,4,1093,24
504279,2206637,138972,5,69,24
504338,368078,508302,0,99,51
504354,2000431901,508302,4,293,51
504421,28442,12977,5,48,35
504424,51109,12977,5,119,35
504425,53425,12977,5,98,35
504427,47892,12977,5,1093,35
504428,37636,12977,3,608,35
504430,189287,12977,5,29,35
504431,54243,12977,5,43,35
504433,11176,12977,4,215,35
504434,329638,12977,5,124,35
504435,491437,12977,5,31,35
504440,539686,12977,5,389,35
504441,298447,12977,5,121,35
504442,774665,12977,5,92,35
504445,544074,12977,5,37,35
504447,215350,12977,5,98,35
504448,283390,12977,5,344,35
504486,13483,42635,5,692,44
504487,29014,42635,5,122,44
504489,34214,42635,5,23,44
504490,40939,42635,5,30,44
504491,52595,42635,4,42,44
504493,56498,42635,5,44,44
504495,30911,42635,5,29,44
504497,41480,42635,5,27,44
504498,13063,42635,5,93,44
504500,46545,42635,4,206,44
504503,50151,42635,4,82,44
504504,52543,42635,5,463,44
504505,57397,42635,5,56,44
504508,95743,42635,5,1491,44
504510,50141,42635,4,85,44
504512,122993,42635,3,65,44
504513,103876,42635,5,391,44
504514,6651,42635,3,221,44
504515,341170,42635,5,237,44
504517,362983,42635,3,274,44
504518,294000,42635,4,135,44
504521,122877,42635,5,98,44
504522,601528,42635,5,274,44
504523,333840,42635,3,34,44
504527,164913,42635,5,45,44
504536,45999,20756,5,177,36
504537,20114,20756,5,53,36
504538,40114,20756,5,66,36
504547,115621,20756,5,96,36
504549,52543,20756,5,463,36
504553,58892,20756,4,58,36
504554,121185,20756,2,156,36
504559,3288,20756,5,104,36
504564,407007,20756,5,308,36
504565,914720,20756,5,89,36
504567,339260,20756,5,400,36
504602,187927,203211,5,93,20
504606,206442,203211,5,37,20
504607,106867,203211,4,41,20
504611,163872,203211,4,35,20
504612,38643,203211,0,221,20
504613,171084,203211,0,140,20
504614,173579,203211,5,667,20
504615,2123645,203211,5,228,20
504862,32058,66703,5,207,296
504864,57256,66703,5,169,296
504867,259154,66703,5,30,296
504869,179133,66703,5,740,296
504870,103876,66703,5,391,296
504872,97579,66703,5,68,296
504874,64583,66703,5,201,296
504877,209942,66703,5,29,296
504878,37305,66703,5,323,296
504881,235198,66703,5,24,296
504886,222696,66703,5,102,296
504892,82616,66703,4,187,296
504893,210117,66703,4,68,296
504894,274866,66703,5,52,296
504896,74515,66703,5,24,296
504897,89831,66703,4,1936,296
504902,254805,66703,5,79,296
504903,173579,66703,5,667,296
504913,355621,66703,5,22,296
504914,57660,66703,5,35,296
504915,295741,66703,5,37,296
504916,345234,66703,5,35,296
504917,178504,66703,5,45,296
504918,402559,66703,5,204,296
504919,319609,66703,5,27,296
504923,316717,66703,5,129,296
504924,56463,66703,5,300,296
504926,180090,66703,5,181,296
504927,47559,66703,5,581,296
504929,304222,66703,4,45,296
504930,26313,66703,5,20,296
504932,394077,66703,4,325,296
504933,84272,66703,5,28,296
504935,158086,66703,5,697,296
504937,278696,66703,5,23,296
504939,58836,66703,5,120,296
504941,35106,66703,4,110,296
504942,500849,66703,5,33,296
504945,307214,66703,4,176,296
504946,386849,66703,5,138,296
504949,122541,66703,5,23,296
504951,222055,66703,4,250,296
504957,289117,66703,5,28,296
504958,400420,66703,5,96,296
504960,108043,66703,5,22,296
504963,129652,66703,5,157,296
504965,377070,66703,4,160,296
504966,92816,66703,5,135,296
504967,240668,66703,5,78,296
504968,679759,66703,5,72,296
504969,110328,66703,5,30,296
504979,235355,66703,5,38,296
504980,166294,66703,5,135,296
504981,143721,66703,5,286,296
504984,755285,66703,5,59,296
504986,218535,66703,4,272,296
504987,983723,66703,5,24,296
504996,843372,66703,5,20,296
505001,727055,66703,5,161,296
505007,461887,66703,5,27,296
505011,1048246,66703,5,45,296
505012,538098,66703,5,55,296
505013,185446,66703,5,303,296
505018,628779,66703,5,68,296
505020,142559,66703,5,96,296
505021,973916,66703,4,48,296
505023,894563,66703,5,36,296
505025,801264,66703,5,49,296
505027,18745,66703,5,57,296
505029,620763,66703,5,168,296
505030,320625,66703,5,24,296
505033,192974,66703,5,107,296
505034,684840,66703,5,30,296
505037,59686,66703,5,178,296
505038,868729,66703,5,34,296
505040,663997,66703,5,207,296
505041,534623,66703,5,44,296
505045,185387,66703,5,123,296
505049,249657,66703,5,39,296
505054,178427,66703,5,433,296
505058,601528,66703,4,274,296
505062,1008996,66703,4,47,296
505065,340776,66703,5,39,296
505066,140132,66703,5,1109,296
505068,973186,66703,5,22,296
505069,191533,66703,5,305,296
505073,33186,66703,0,46,296
505076,407781,66703,5,42,296
505077,199198,66703,5,143,296
505080,65502,66703,5,563,296
505083,198601,66703,5,78,296
505091,363055,66703,5,171,296
505092,745868,66703,5,37,296
505098,312577,66703,5,197,296
505101,98919,66703,5,186,296
505104,422609,66703,5,72,296
505106,113509,66703,4,127,296
505108,706608,66703,5,269,296
505112,225620,66703,5,27,296
505126,368078,66703,5,99,296
505127,382203,66703,4,176,296
505130,194886,66703,5,74,296
505132,106501,66703,5,27,296
505139,648882,66703,5,25,296
505142,114882,66703,5,52,296
505232,37275,24306,5,32,98
505237,95502,24306,5,43,98
505239,171345,24306,5,21,98
505240,195175,24306,5,104,98
505241,354465,24306,5,80,98
505242,474322,24306,5,140,98
505243,344938,24306,5,20,98
505250,678857,24306,5,119,98
505253,153750,24306,5,50,98
505255,199418,24306,5,73,98
505259,217657,24306,5,135,98
505262,44383,24306,5,87,98
505266,978876,24306,4,76,98
505270,353394,24306,5,21,98
505272,189475,24306,5,107,98
505273,50969,24306,4,520,98
505276,232673,24306,5,33,98
505277,718620,24306,4,218,98
505278,221099,24306,4,32,98
505280,489552,24306,5,180,98
505281,177688,24306,5,34,98
505282,177753,24306,4,66,98
505286,191533,24306,4,305,98
505287,307059,24306,5,103,98
505292,542891,24306,5,58,98
505295,914720,24306,5,89,98
505298,937635,24306,0,281,98
505299,376189,24306,5,48,98
505302,634448,24306,5,39,98
505307,688566,24306,3,37,98
505308,600105,24306,5,30,98
505309,470351,24306,4,350,98
505312,126440,24306,5,1045,98
505314,789516,24306,4,250,98
505316,580861,24306,5,54,98
505317,540346,24306,5,136,98
505319,120566,24306,5,104,98
505320,54678,24306,4,539,98
505323,421374,24306,4,48,98
505416,92641,39840,4,97,45
505417,85714,39840,4,60,45
505418,48107,39840,5,49,45
505419,53609,39840,5,45,45
505420,39762,39840,5,66,45
505421,91392,39840,4,486,45
505422,103876,39840,5,391,45
505424,110034,39840,5,54,45
505425,122235,39840,4,146,45
505426,217226,39840,5,121,45
505427,173314,39840,3,210,45
505428,195969,39840,4,20,45
505430,219942,39840,5,241,45
505432,110210,39840,5,74,45
505433,116856,39840,5,43,45
505434,250440,39840,4,31,45
505435,169712,39840,4,123,45
505436,234003,39840,5,30,45
505437,360437,39840,5,272,45
505438,262312,39840,5,170,45
505439,115053,39840,1,41,45
505440,297076,39840,5,170,45
505441,422609,39840,5,72,45
505443,227652,39840,5,629,45
505444,173880,39840,4,173,45
505445,439066,39840,5,96,45
505446,199418,39840,4,73,45
505447,571308,39840,5,74,45
505449,26512,39840,5,167,45
505450,113941,39840,5,187,45
505452,185139,39840,4,100,45
505454,1190532,39840,5,25,45
505457,644191,39840,5,108,45
505459,4470,39840,5,1764,45
505585,25356,16716,5,28,54
505588,27783,16716,5,432,54
505593,232480,16716,5,146,54
505594,222564,16716,5,1088,54
505595,59780,16716,0,374,54
505598,246844,16716,4,183,54
505601,598519,16716,4,20,54
505603,28636,16716,5,314,54
505605,485773,16716,5,64,54
505606,672478,16716,5,22,54
505607,50151,16716,5,82,54
505611,722518,16716,5,37,54
505615,581487,16716,5,20,54
505616,93911,16716,0,73,54
505619,671629,16716,5,20,54
505620,1911882,16716,5,30,54
505621,309630,16716,5,120,54
505622,200875,16716,4,36,54
505635,500860,16716,4,97,54
505648,27395,30094,5,127,31
505650,579298,30094,4,137,31
505653,50555,30094,5,28,31
505654,32058,30094,5,207,31
505655,50643,30094,5,46,31
505656,46660,30094,4,168,31
505657,29166,30094,5,41,31
505658,28455,30094,5,70,31
505659,59163,30094,5,91,31
505660,58300,30094,5,44,31
505661,50151,30094,2,82,31
505663,48956,30094,5,31,31
505664,134289,30094,3,67,31
505665,160974,30094,4,770,31
505666,416758,30094,5,38,31
505667,227831,30094,5,112,31
505668,165528,30094,5,46,31
505670,80980,30094,4,57,31
505671,125388,30094,5,673,31
505672,126435,30094,5,210,31
505673,68960,30094,4,483,31
505674,702607,30094,5,53,31
505677,1179225,30094,3,944,31
505678,171683,30094,3,62,31
505771,446143,238239,5,434,59
505774,133174,238239,5,2004,59
505775,206354,238239,5,45,59
505776,39334,238239,5,157,59
505779,788414,238239,5,60,59
505780,581224,238239,4,33,59
505781,39835,238239,5,1360,59
505783,844554,238239,5,778,59
505784,724631,238239,5,558,59
505785,13593,238239,5,165,59
505786,424680,238239,5,4469,59
505787,286851,238239,4,108,59
505789,719313,238239,5,136,59
505790,212609,238239,5,474,59
505791,376098,238239,5,148,59
505792,679953,238239,5,953,59
505793,183684,238239,5,28,59
505794,457907,238239,5,89,59
505795,246844,238239,4,183,59
505798,395981,238239,5,50,59
505800,482376,238239,5,1050,59
505802,879716,238239,0,91,59
505803,407007,238239,4,308,59
505804,362206,238239,4,20,59
505806,284180,238239,5,218,59
505807,358796,238239,4,241,59
505808,666723,238239,4,106,59
505809,80998,238239,4,221,59
505811,384657,238239,4,21,59
505812,475397,238239,4,21,59
505813,693345,238239,5,178,59
505814,724218,238239,5,64,59
505816,1230562,238239,4,41,59
505817,480970,238239,5,32,59
505819,673444,238239,5,238,59
505821,1769917,238239,3,35,59
505822,486718,238239,4,71,59
505823,894563,238239,3,36,59
505824,1974680,238239,3,55,59
505825,383853,238239,4,319,59
505826,124190,238239,5,154,59
505827,502302,238239,4,139,59
505895,104295,31566,4,1255,20
505896,186802,31566,5,154,20
505897,55523,31566,5,95,20
505898,333840,31566,0,34,20
505899,123897,31566,5,92,20
505900,331472,31566,5,44,20
505903,464080,31566,3,761,20
505905,495793,31566,3,31,20
505907,1376928,31566,4,39,20
505908,1298077,31566,3,25,20
505987,9869,149931,5,669,22
505988,109030,149931,5,76,22
505989,107583,149931,5,1485,22
505990,540475,149931,5,28,22
505991,394077,149931,4,325,22
505992,486725,149931,5,1178,22
505993,851405,149931,5,48,22
505994,461834,149931,5,1046,22
505995,89831,149931,5,1936,22
505996,212609,149931,5,474,22
505997,599450,149931,5,676,22
505998,383346,149931,5,3340,22
505999,668861,149931,5,29,22
506001,61660,149931,5,681,22
506003,424680,149931,5,4469,22
506004,482933,149931,4,687,22
506005,804550,149931,5,538,22
506007,296809,149931,0,725,22
506043,1122988,20624,5,85,87
506048,41874,20624,5,28,87
506051,190402,20624,4,31,87
506056,374416,20624,5,63,87
506063,355637,20624,2,130,87
506066,194993,20624,5,124,87
506071,51011,20624,5,276,87
506079,124190,20624,5,154,87
506081,121185,20624,5,156,87
506085,291292,20624,5,55,87
506087,140107,20624,5,40,87
506089,244082,20624,5,38,87
506092,262272,20624,5,71,87
506096,142335,20624,5,146,87
506097,465659,20624,5,32,87
506098,65631,20624,5,87,87
506099,64203,20624,5,256,87
506101,221099,20624,5,32,87
506106,6258,20624,5,457,87
506107,520644,20624,4,89,87
506110,297761,20624,5,37,87
506113,632249,20624,3,544,87
506114,136511,20624,2,126,87
506115,578914,20624,5,115,87
506126,1802849661,20624,5,283,87
506127,2001102678,20624,5,85,87
506420,30534,34110,5,250,51
506421,55655,34110,5,84,51
506423,15851,34110,4,114,51
506424,95743,34110,5,1491,51
506425,58038,34110,3,293,51
506426,41706,34110,5,53,51
506428,148316,34110,5,73,51
506429,58931,34110,5,148,51
506430,320870,34110,5,70,51
506431,98919,34110,5,186,51
506432,174991,34110,5,213,51
506433,51011,34110,5,276,51
506435,173880,34110,5,173,51
506437,455539,34110,5,120,51
506438,445711,34110,5,98,51
506439,481092,34110,2,288,51
506442,304290,34110,4,30,51
506443,764845,34110,5,21,51
506444,358284,34110,0,53,51
506445,401688,34110,5,46,51
506447,440324,34110,5,454,51
506449,690623,34110,0,226,51
506452,180406,34110,1,46,51
506455,576273,34110,5,107,51
506457,136997,34110,5,880,51
506458,738401,34110,5,137,51
506459,166019,34110,0,44,51
506460,430507,34110,5,52,51
506461,384918,34110,5,42,51
506462,400708,34110,5,778,51
506478,66008,81259,5,149,35
506479,160974,81259,5,770,35
506481,115658,81259,5,65,35
506543,9869,17978,5,669,61
506544,39636,17978,5,76,61
506545,24386,17978,5,312,61
506546,49304,17978,5,472,61
506549,46660,17978,4,168,61
506550,37779,17978,5,623,61
506551,73836,17978,5,183,61
506557,14613,17978,5,50,61
506561,207478,17978,5,74,61
506563,186487,17978,5,42,61
